grid_id,relationship_type,related_grid_id
grid.137628.9,Related,grid.287625.c
grid.137628.9,Related,grid.283061.e
grid.137628.9,Related,grid.240324.3
grid.137628.9,Related,grid.489280.f
grid.137628.9,Related,grid.413926.b
grid.137628.9,Child,grid.482020.c
grid.137628.9,Child,grid.447172.3
grid.137628.9,Child,grid.449457.f
grid.139510.f,Related,grid.414215.7
grid.139534.9,Child,grid.416036.6
grid.139534.9,Child,grid.439227.9
grid.139534.9,Child,grid.454365.5
grid.139534.9,Child,grid.439313.f
grid.139534.9,Child,grid.416041.6
grid.139534.9,Child,grid.416353.6
grid.139534.9,Child,grid.439471.c
grid.143640.4,Child,grid.423167.5
grid.143640.4,Child,grid.440053.6
grid.143640.4,Child,grid.484558.0
grid.144189.1,Child,grid.414498.4
grid.144532.5,Related,grid.170205.1
grid.144532.5,Related,grid.56466.37
grid.144532.5,Related,grid.251079.8
grid.144756.5,Related,grid.4795.f
grid.145490.d,Parent,grid.420742.7
grid.145695.a,Related,grid.413798.0
grid.145695.a,Related,grid.413801.f
grid.145749.a,Parent,grid.410865.e
grid.146611.5,Parent,grid.202033.0
grid.147455.6,Related,grid.484692.5
grid.147455.6,Related,grid.478063.e
grid.148313.c,Parent,grid.85084.31
grid.148313.c,Child,grid.481548.4
grid.148374.d,Child,grid.484608.6
grid.150338.c,Related,grid.8591.5
grid.151569.f,Related,grid.472764.4
grid.152326.1,Related,grid.416074.0
grid.152326.1,Related,grid.412807.8
grid.152326.1,Child,grid.471397.f
grid.154185.c,Related,grid.7048.b
grid.154185.c,Parent,grid.452352.7
grid.154185.c,Child,grid.477140.1
grid.155203.0,Parent,grid.253552.6
grid.155956.b,Related,grid.17063.33
grid.156122.3,Related,grid.1006.7
grid.156122.3,Parent,grid.420004.2
grid.157868.5,Related,grid.121334.6
grid.157868.5,Child,grid.413745.0
grid.157868.5,Child,grid.411572.4
grid.157868.5,Child,grid.414352.5
grid.157868.5,Child,grid.462469.b
grid.157869.4,Parent,grid.5326.2
grid.157927.f,Child,grid.465545.3
grid.157927.f,Child,grid.466825.b
grid.159791.2,Parent,grid.211011.2
grid.159791.2,Child,grid.450266.3
grid.159791.2,Child,grid.461898.a
grid.162346.4,Related,grid.468968.d
grid.162346.4,Child,grid.410440.5
grid.162346.4,Child,grid.415514.0
grid.162346.4,Child,grid.298126.6
grid.162346.4,Child,grid.487830.0
grid.162346.4,Child,grid.266426.2
grid.162346.4,Child,grid.410445.0
grid.162346.4,Child,grid.441304.6
grid.163577.1,Related,grid.413114.2
grid.164274.2,Related,grid.412486.d
grid.164295.d,Parent,grid.410443.6
grid.164295.d,Child,grid.470073.7
grid.164971.c,Related,grid.280893.8
grid.164971.c,Related,grid.411451.4
grid.166341.7,Related,grid.413212.7
grid.166341.7,Related,grid.239276.b
grid.166341.7,Related,grid.413621.3
grid.166341.7,Related,grid.428400.a
grid.166341.7,Related,grid.414385.f
grid.166341.7,Related,grid.239838.b
grid.166341.7,Related,grid.414896.6
grid.166341.7,Related,grid.415343.4
grid.166341.7,Related,grid.416073.7
grid.166341.7,Related,grid.415736.2
grid.166341.7,Related,grid.416364.2
grid.166341.7,Related,grid.431022.6
grid.167436.1,Parent,grid.410441.4
grid.167436.1,Child,grid.467989.d
grid.168010.e,Related,grid.413165.4
grid.168010.e,Related,grid.414123.1
grid.168010.e,Related,grid.445003.6
grid.168010.e,Related,grid.415182.b
grid.168010.e,Related,grid.240952.8
grid.168010.e,Related,grid.280747.e
grid.168010.e,Child,grid.468372.c
grid.168010.e,Child,grid.497584.3
grid.168010.e,Child,grid.484444.c
grid.168010.e,Child,grid.471392.a
grid.168092.4,Parent,grid.467466.1
grid.168645.8,Related,grid.414445.4
grid.168645.8,Related,grid.420474.1
grid.168645.8,Related,grid.416054.2
grid.168645.8,Related,grid.416999.a
grid.168645.8,Parent,grid.266684.8
grid.168645.8,Child,grid.410516.7
grid.169077.e,Parent,grid.411031.6
grid.169077.e,Child,grid.453887.5
grid.169077.e,Child,grid.453617.2
grid.170205.1,Related,grid.428093.4
grid.170205.1,Related,grid.428125.8
grid.170205.1,Related,grid.417851.e
grid.170205.1,Related,grid.415685.b
grid.170205.1,Related,grid.144532.5
grid.170205.1,Related,grid.280571.9
grid.170205.1,Related,grid.240372.0
grid.170205.1,Related,grid.412578.d
grid.170205.1,Child,grid.187073.a
grid.170205.1,Child,grid.410470.6
grid.170430.1,Related,grid.414935.e
grid.170430.1,Parent,grid.264245.3
grid.170430.1,Child,grid.454032.4
grid.170693.a,Related,grid.414297.d
grid.170693.a,Related,grid.450862.d
grid.170693.a,Related,grid.413611.0
grid.170693.a,Related,grid.413625.7
grid.170693.a,Related,grid.468198.a
grid.170693.a,Related,grid.482715.d
grid.170693.a,Related,grid.415838.3
grid.170693.a,Related,grid.416892.0
grid.170693.a,Parent,grid.264245.3
grid.173746.0,Related,grid.4991.5
grid.173746.0,Parent,grid.14105.31
grid.174567.6,Related,grid.411873.8
grid.175455.7,Child,grid.265894.4
grid.175455.7,Child,grid.70738.3b
grid.175455.7,Child,grid.265896.6
grid.176731.5,Related,grid.413775.3
grid.176731.5,Related,grid.461476.6
grid.176731.5,Related,grid.461405.2
grid.176731.5,Related,grid.412705.5
grid.176731.5,Related,grid.415850.d
grid.176731.5,Related,grid.416986.4
grid.176731.5,Parent,grid.55460.32
grid.177174.3,Related,grid.415645.7
grid.177174.3,Related,grid.411248.a
grid.183006.c,Parent,grid.212340.6
grid.183158.6,Related,grid.14848.31
grid.183158.6,Child,grid.483276.c
grid.183446.c,Child,grid.446102.5
grid.184764.8,Related,grid.428896.9
grid.184769.5,Related,grid.30389.31
grid.184769.5,Parent,grid.85084.31
grid.185107.a,Parent,grid.47840.3f
grid.185448.4,Related,grid.478327.d
grid.185448.4,Child,grid.452280.9
grid.185448.4,Child,grid.484435.a
grid.185448.4,Child,grid.452272.4
grid.185448.4,Child,grid.418325.9
grid.185448.4,Child,grid.452242.7
grid.185448.4,Child,grid.452198.3
grid.185448.4,Child,grid.483255.d
grid.185448.4,Child,grid.490025.a
grid.185448.4,Child,grid.452274.2
grid.185448.4,Child,grid.488724.5
grid.185448.4,Child,grid.452245.0
grid.185448.4,Child,grid.452281.8
grid.185448.4,Child,grid.418377.e
grid.185448.4,Child,grid.418705.f
grid.185448.4,Child,grid.418830.6
grid.185448.4,Child,grid.452276.0
grid.185448.4,Child,grid.418742.c
grid.185448.4,Child,grid.418788.a
grid.185448.4,Child,grid.414735.0
grid.185448.4,Child,grid.452277.1
grid.185448.4,Child,grid.418812.6
grid.185448.4,Child,grid.452279.f
grid.185448.4,Child,grid.452250.4
grid.185448.4,Child,grid.452254.0
grid.185448.4,Child,grid.430276.4
grid.185448.4,Child,grid.452264.3
grid.185448.4,Child,grid.452278.e
grid.185448.4,Child,grid.452267.0
grid.185648.6,Related,grid.414119.8
grid.185648.6,Related,grid.413316.2
grid.185648.6,Related,grid.413330.6
grid.185648.6,Related,grid.413334.2
grid.185648.6,Related,grid.280893.8
grid.185648.6,Related,grid.280892.9
grid.185648.6,Related,grid.413120.5
grid.185648.6,Related,grid.416233.1
grid.185648.6,Related,grid.415378.c
grid.185648.6,Related,grid.416168.c
grid.185648.6,Related,grid.416442.1
grid.185648.6,Related,grid.416632.4
grid.185648.6,Related,grid.412973.a
grid.185648.6,Parent,grid.411030.7
grid.185648.6,Child,grid.453887.5
grid.185669.5,Child,grid.281222.9
grid.186587.5,Parent,grid.253552.6
grid.186775.a,Related,grid.411395.b
grid.186775.a,Related,grid.412679.f
grid.186775.a,Related,grid.452696.a
grid.187073.a,Parent,grid.85084.31
grid.187073.a,Parent,grid.170205.1
grid.187082.4,Child,grid.266436.3
grid.187082.4,Child,grid.410446.3
grid.187082.4,Child,grid.462948.5
grid.187082.4,Child,grid.289255.1
grid.189504.1,Related,grid.413758.c
grid.189504.1,Related,grid.446649.d
grid.189504.1,Related,grid.415731.5
grid.189504.1,Related,grid.488089.5
grid.189504.1,Related,grid.240606.6
grid.189504.1,Child,grid.475010.7
grid.189509.c,Related,grid.26009.3d
grid.189509.c,Parent,grid.414179.e
grid.189509.c,Parent,grid.412100.6
grid.189747.4,Related,grid.487756.f
grid.189747.4,Related,grid.415345.2
grid.189747.4,Related,grid.448356.8
grid.189747.4,Related,grid.262863.b
grid.189747.4,Child,grid.422692.9
grid.189747.4,Child,grid.264260.4
grid.189747.4,Child,grid.468712.e
grid.189747.4,Child,grid.433109.c
grid.189747.4,Child,grid.469416.8
grid.189747.4,Child,grid.264262.6
grid.189747.4,Child,grid.433425.7
grid.189747.4,Child,grid.420706.7
grid.189747.4,Child,grid.451721.4
grid.189747.4,Child,grid.468887.d
grid.189747.4,Child,grid.422694.f
grid.189747.4,Child,grid.421731.2
grid.189747.4,Child,grid.462355.3
grid.189747.4,Child,grid.436076.0
grid.189747.4,Child,grid.454363.3
grid.189747.4,Child,grid.441248.f
grid.189747.4,Child,grid.454120.6
grid.189747.4,Child,grid.469025.c
grid.189747.4,Child,grid.447623.0
grid.189747.4,Child,grid.264276.3
grid.189747.4,Child,grid.440998.8
grid.189747.4,Child,grid.264271.4
grid.189747.4,Child,grid.264257.0
grid.189747.4,Child,grid.264268.c
grid.189747.4,Child,grid.264269.d
grid.189747.4,Child,grid.264272.7
grid.189747.4,Child,grid.264274.1
grid.189747.4,Child,grid.441535.2
grid.189747.4,Child,grid.411023.5
grid.189747.4,Child,grid.487743.b
grid.189747.4,Child,grid.264266.2
grid.189747.4,Child,grid.422728.9
grid.189747.4,Child,grid.264270.5
grid.189747.4,Child,grid.264273.6
grid.189747.4,Child,grid.264275.0
grid.189747.4,Child,grid.36425.36
grid.189747.4,Child,grid.273335.3
grid.189967.8,Related,grid.414026.5
grid.189967.8,Related,grid.428158.2
grid.189967.8,Related,grid.471387.e
grid.189967.8,Related,grid.412162.2
grid.189967.8,Related,grid.411929.6
grid.189967.8,Related,grid.413274.7
grid.189967.8,Related,grid.414408.d
grid.189967.8,Child,grid.418814.0
grid.189967.8,Child,grid.471395.d
grid.189967.8,Child,grid.470935.c
grid.189967.8,Child,grid.412156.5
grid.193638.6,Parent,grid.5326.2
grid.194632.b,Child,grid.467213.5
grid.194632.b,Child,grid.469422.f
grid.194632.b,Child,grid.469089.a
grid.194632.b,Child,grid.446423.3
grid.194632.b,Child,grid.416947.9
grid.194632.b,Child,grid.411017.2
grid.194632.b,Child,grid.265960.e
grid.194632.b,Child,grid.265961.f
grid.194632.b,Child,grid.265963.d
grid.194632.b,Child,grid.241054.6
grid.194632.b,Child,grid.265951.c
grid.194645.b,Related,grid.413608.8
grid.194645.b,Related,grid.414186.e
grid.194645.b,Related,grid.413284.8
grid.194645.b,Related,grid.482283.7
grid.194645.b,Related,grid.414329.9
grid.194645.b,Related,grid.415504.1
grid.194645.b,Related,grid.417134.4
grid.194645.b,Related,grid.415210.3
grid.194645.b,Related,grid.415550.0
grid.194645.b,Related,grid.416291.9
grid.194645.b,Related,grid.460837.e
grid.194645.b,Related,grid.417349.c
grid.198530.6,Parent,grid.418524.e
grid.201076.2,Related,grid.240324.3
grid.202033.0,Child,grid.146611.5
grid.202665.5,Parent,grid.85084.31
grid.203448.9,Parent,grid.19096.37
grid.203458.8,Related,grid.452206.7
grid.203458.8,Related,grid.460067.3
grid.203458.8,Related,grid.412461.4
grid.203458.8,Related,grid.459985.c
grid.203507.3,Related,grid.416271.7
grid.203507.3,Related,grid.413168.9
grid.205975.c,Parent,grid.30389.31
grid.207374.5,Related,grid.460069.d
grid.207374.5,Related,grid.412633.1
grid.207374.5,Related,grid.414011.1
grid.207374.5,Related,grid.470937.e
grid.207374.5,Related,grid.412719.8
grid.207374.5,Related,grid.460080.a
grid.208078.5,Related,grid.277313.3
grid.208078.5,Related,grid.63054.34
grid.208504.b,Child,grid.466781.a
grid.211011.2,Related,grid.470651.1
grid.211011.2,Child,grid.10894.34
grid.211011.2,Child,grid.7683.a
grid.211011.2,Child,grid.483325.b
grid.211011.2,Child,grid.8385.6
grid.211011.2,Child,grid.418123.d
grid.211011.2,Child,grid.15649.3f
grid.211011.2,Child,grid.159791.2
grid.211011.2,Child,grid.7551.6
grid.211011.2,Child,grid.7497.d
grid.211011.2,Child,grid.424247.3
grid.211011.2,Child,grid.484201.b
grid.211011.2,Child,grid.484208.2
grid.211011.2,Child,grid.484205.f
grid.211011.2,Child,grid.23731.34
grid.211011.2,Child,grid.7492.8
grid.211011.2,Child,grid.7490.a
grid.211011.2,Child,grid.484219.2
grid.211011.2,Child,grid.484211.a
grid.211011.2,Child,grid.4567.0
grid.211011.2,Child,grid.461900.a
grid.211011.2,Child,grid.424048.e
grid.211011.2,Child,grid.40602.30
grid.211011.2,Child,grid.24999.3f
grid.211011.2,Child,grid.7892.4
grid.211011.2,Child,grid.419491.0
grid.211011.2,Child,grid.470201.0
grid.211011.2,Child,grid.461804.f
grid.211367.0,Related,grid.20861.3d
grid.211367.0,Parent,grid.238252.c
grid.211367.0,Child,grid.467465.2
grid.212340.6,Child,grid.252858.0
grid.212340.6,Child,grid.253205.3
grid.212340.6,Child,grid.456295.9
grid.212340.6,Child,grid.183006.c
grid.212340.6,Child,grid.456297.b
grid.212340.6,Child,grid.450058.c
grid.212340.6,Child,grid.456305.1
grid.212340.6,Child,grid.254250.4
grid.212340.6,Child,grid.254498.6
grid.212340.6,Child,grid.456289.4
grid.212340.6,Child,grid.257167.0
grid.212340.6,Child,grid.258202.f
grid.212340.6,Child,grid.456299.5
grid.212340.6,Child,grid.456296.a
grid.212340.6,Child,grid.259030.d
grid.212340.6,Child,grid.456293.f
grid.212340.6,Child,grid.260911.d
grid.212340.6,Child,grid.454874.e
grid.212340.6,Child,grid.262273.0
grid.212340.6,Child,grid.262276.5
grid.212340.6,Child,grid.430075.5
grid.212340.6,Child,grid.253482.a
grid.212340.6,Child,grid.268456.b
grid.213690.f,Child,grid.410728.8
grid.213876.9,Parent,grid.298187.d
grid.213876.9,Child,grid.454025.2
grid.213902.b,Related,grid.413720.3
grid.213902.b,Parent,grid.253552.6
grid.213910.8,Related,grid.239560.b
grid.213910.8,Related,grid.411667.3
grid.213910.8,Related,grid.417781.c
grid.213910.8,Related,grid.411663.7
grid.213910.8,Related,grid.415235.4
grid.213917.f,Related,grid.463863.c
grid.213917.f,Parent,grid.298187.d
grid.213917.f,Child,grid.468312.a
grid.213917.f,Child,grid.464127.2
grid.213917.f,Child,grid.470935.c
grid.214007.0,Related,grid.266100.3
grid.214431.1,Parent,grid.94365.3d
grid.214458.e,Related,grid.461921.9
grid.214458.e,Related,grid.413177.7
grid.214458.e,Related,grid.412590.b
grid.214458.e,Child,grid.467915.8
grid.214458.e,Child,grid.468329.2
grid.214458.e,Child,grid.471406.0
grid.214572.7,Related,grid.465572.7
grid.214572.7,Related,grid.412981.7
grid.214572.7,Related,grid.412984.2
grid.214572.7,Related,grid.412584.e
grid.214572.7,Child,grid.467986.2
grid.215352.2,Parent,grid.55460.32
grid.215654.1,Parent,grid.468834.5
grid.216417.7,Related,grid.460699.4
grid.216417.7,Related,grid.452708.c
grid.216417.7,Related,grid.452223.0
grid.216499.1,Related,grid.417635.2
grid.216566.0,Parent,grid.454880.5
grid.216938.7,Related,grid.496821.0
grid.217197.b,Parent,grid.410711.2
grid.217200.6,Parent,grid.266100.3
grid.221309.b,Related,grid.469245.8
grid.222754.4,Related,grid.411134.2
grid.223827.e,Related,grid.479969.c
grid.223827.e,Related,grid.415178.e
grid.223827.e,Related,grid.412722.0
grid.223827.e,Related,grid.417538.c
grid.223827.e,Parent,grid.475669.f
grid.223827.e,Child,grid.453044.2
grid.224137.1,Parent,grid.8756.c
grid.224260.0,Related,grid.413640.4
grid.224260.0,Related,grid.417781.c
grid.224260.0,Related,grid.417264.2
grid.224260.0,Child,grid.452193.8
grid.225262.3,Parent,grid.266684.8
grid.225360.0,Parent,grid.4709.a
grid.226592.8,Parent,grid.28287.37
grid.231844.8,Related,grid.17063.33
grid.231844.8,Child,grid.415224.4
grid.233520.5,Related,grid.460007.5
grid.233520.5,Related,grid.417295.c
grid.236813.d,Parent,grid.433105.0
grid.236815.b,Parent,grid.433105.0
grid.237081.f,Related,grid.484087.7
grid.237081.f,Parent,grid.450426.1
grid.237081.f,Child,grid.468626.8
grid.237081.f,Child,grid.431245.5
grid.237416.5,Parent,grid.451285.f
grid.237416.5,Child,grid.417819.2
grid.237586.d,Child,grid.440418.d
grid.238133.8,Parent,grid.451254.3
grid.238133.8,Child,grid.473687.9
grid.238252.c,Parent,grid.451285.f
grid.238252.c,Child,grid.454019.d
grid.238252.c,Child,grid.454022.5
grid.238252.c,Child,grid.419075.e
grid.238252.c,Child,grid.468300.9
grid.238252.c,Child,grid.454026.1
grid.238252.c,Child,grid.455981.4
grid.238252.c,Child,grid.431665.3
grid.238252.c,Child,grid.468305.c
grid.238252.c,Child,grid.485682.5
grid.238252.c,Child,grid.454029.e
grid.238252.c,Child,grid.468347.a
grid.238252.c,Child,grid.454843.a
grid.238252.c,Child,grid.454032.4
grid.238252.c,Child,grid.468312.a
grid.238252.c,Child,grid.419077.c
grid.238252.c,Child,grid.419078.3
grid.238252.c,Child,grid.133275.1
grid.238252.c,Child,grid.453855.a
grid.238252.c,Child,grid.468317.f
grid.238252.c,Child,grid.453617.2
grid.238252.c,Child,grid.496756.f
grid.238252.c,Child,grid.420292.f
grid.238252.c,Child,grid.453861.d
grid.238252.c,Child,grid.211367.0
grid.238252.c,Child,grid.419085.1
grid.238252.c,Child,grid.468321.a
grid.238252.c,Child,grid.419743.c
grid.238252.c,Child,grid.468324.f
grid.238252.c,Child,grid.484470.b
grid.238252.c,Child,grid.419086.2
grid.238252.c,Child,grid.453867.b
grid.238252.c,Child,grid.426835.e
grid.238252.c,Child,grid.419091.4
grid.238252.c,Child,grid.468327.c
grid.238252.c,Child,grid.468329.2
grid.238252.c,Child,grid.455996.2
grid.238252.c,Child,grid.468335.f
grid.238252.c,Child,grid.468339.3
grid.238252.c,Child,grid.455052.3
grid.238252.c,Child,grid.471367.0
grid.238252.c,Child,grid.427107.7
grid.238252.c,Child,grid.462618.f
grid.238252.c,Child,grid.468341.c
grid.238252.c,Child,grid.468346.b
grid.238252.c,Child,grid.468349.4
grid.238252.c,Child,grid.453620.6
grid.238252.c,Child,grid.468354.8
grid.238252.c,Child,grid.468311.9
grid.238252.c,Child,grid.468356.a
grid.238252.c,Child,grid.468358.4
grid.238252.c,Child,grid.468361.e
grid.238252.c,Child,grid.453879.4
grid.238252.c,Child,grid.468363.c
grid.238252.c,Child,grid.454844.d
grid.238252.c,Child,grid.468368.7
grid.238252.c,Child,grid.418885.8
grid.238252.c,Child,grid.468371.f
grid.238252.c,Child,grid.429556.9
grid.238252.c,Child,grid.484472.9
grid.238252.c,Child,grid.468374.a
grid.238252.c,Child,grid.468375.b
grid.238252.c,Child,grid.419446.a
grid.238252.c,Child,grid.419657.8
grid.238252.c,Child,grid.454020.7
grid.238252.c,Child,grid.427350.7
grid.238252.c,Child,grid.453044.2
grid.238252.c,Child,grid.468376.8
grid.238252.c,Child,grid.453475.4
grid.238252.c,Child,grid.456000.7
grid.238252.c,Child,grid.454030.6
grid.238252.c,Child,grid.468377.9
grid.238252.c,Child,grid.468379.7
grid.238252.c,Child,grid.468382.3
grid.238398.b,Parent,grid.3532.7
grid.238398.b,Parent,grid.239119.1
grid.238398.b,Child,grid.473673.2
grid.238477.d,Child,grid.280878.d
grid.238491.5,Child,grid.465226.1
grid.238491.5,Child,grid.465543.5
grid.239119.1,Parent,grid.451285.f
grid.239119.1,Child,grid.482034.9
grid.239119.1,Child,grid.298107.5
grid.239119.1,Child,grid.453569.8
grid.239119.1,Child,grid.94225.38
grid.239119.1,Child,grid.3532.7
grid.239119.1,Child,grid.422344.7
grid.239119.1,Child,grid.238398.b
grid.239119.1,Child,grid.432923.d
grid.239119.1,Child,grid.431422.2
grid.239134.e,Parent,grid.451285.f
grid.239134.e,Child,grid.462133.1
grid.239134.e,Child,grid.454846.f
grid.239134.e,Child,grid.484089.9
grid.239134.e,Child,grid.483930.5
grid.239134.e,Child,grid.462979.7
grid.239134.e,Child,grid.2865.9
grid.239186.7,Parent,grid.418356.d
grid.239186.7,Child,grid.428235.a
grid.239186.7,Child,grid.484215.e
grid.239186.7,Child,grid.453170.4
grid.239186.7,Child,grid.484370.c
grid.239186.7,Child,grid.458379.4
grid.239186.7,Child,grid.484305.e
grid.239186.7,Child,grid.484336.e
grid.239186.7,Child,grid.484314.e
grid.239186.7,Child,grid.484297.4
grid.239186.7,Child,grid.484303.8
grid.239186.7,Child,grid.484289.b
grid.239186.7,Child,grid.484347.8
grid.239186.7,Child,grid.484346.9
grid.239186.7,Child,grid.484328.1
grid.239186.7,Child,grid.484307.c
grid.239186.7,Child,grid.484300.b
grid.239186.7,Child,grid.484309.2
grid.239186.7,Child,grid.484313.9
grid.239186.7,Child,grid.478104.e
grid.239186.7,Child,grid.484339.1
grid.239186.7,Child,grid.484325.c
grid.239186.7,Child,grid.484322.b
grid.239186.7,Child,grid.484334.c
grid.239186.7,Child,grid.484327.e
grid.239186.7,Child,grid.484324.d
grid.239186.7,Child,grid.484306.d
grid.239276.b,Related,grid.166341.7
grid.239276.b,Parent,grid.419979.b
grid.239281.3,Related,grid.265008.9
grid.239281.3,Related,grid.33489.35
grid.239305.e,Related,grid.265960.e
grid.239305.e,Related,grid.241054.6
grid.239359.7,Related,grid.4367.6
grid.239359.7,Parent,grid.414521.7
grid.239395.7,Related,grid.476909.5
grid.239395.7,Related,grid.66859.34
grid.239395.7,Related,grid.239475.e
grid.239395.7,Related,grid.38142.3c
grid.239395.7,Parent,grid.410370.1
grid.239395.7,Child,grid.483243.a
grid.239395.7,Child,grid.483253.b
grid.239424.a,Related,grid.475010.7
grid.239475.e,Related,grid.239395.7
grid.239475.e,Related,grid.38142.3c
grid.239475.e,Related,grid.429997.8
grid.239475.e,Child,grid.413988.f
grid.239475.e,Child,grid.461485.a
grid.239475.e,Child,grid.461502.4
grid.239494.1,Related,grid.415907.e
grid.239494.1,Related,grid.10698.36
grid.239494.1,Parent,grid.427669.8
grid.239546.f,Related,grid.467584.c
grid.239546.f,Related,grid.42505.36
grid.239552.a,Related,grid.412365.7
grid.239552.a,Related,grid.25879.31
grid.239552.a,Child,grid.484573.9
grid.239553.b,Parent,grid.412689.0
grid.239559.1,Related,grid.266515.3
grid.239559.1,Related,grid.266756.6
grid.239560.b,Related,grid.253615.6
grid.239560.b,Related,grid.213910.8
grid.239560.b,Parent,grid.66782.3d
grid.239573.9,Related,grid.24827.3b
grid.239578.2,Related,grid.413482.8
grid.239578.2,Related,grid.67105.35
grid.239578.2,Related,grid.415394.e
grid.239578.2,Child,grid.418628.1
grid.239578.2,Child,grid.254293.b
grid.239585.0,Related,grid.21729.3f
grid.239585.0,Related,grid.413677.0
grid.239638.5,Related,grid.241116.1
grid.239826.4,Related,grid.13097.3c
grid.239826.4,Related,grid.425213.3
grid.239826.4,Parent,grid.420545.2
grid.239826.4,Parent,grid.429705.d
grid.239835.6,Related,grid.430387.b
grid.239835.6,Child,grid.416202.3
grid.239835.6,Child,grid.417186.d
grid.239838.b,Related,grid.166341.7
grid.239844.0,Related,grid.19006.3e
grid.239844.0,Parent,grid.280635.a
grid.239864.2,Related,grid.254444.7
grid.239864.2,Child,grid.413103.4
grid.240023.7,Related,grid.411935.b
grid.240093.c,Parent,grid.415867.9
grid.240094.b,Parent,grid.415867.9
grid.240145.6,Related,grid.39382.33
grid.240145.6,Related,grid.461415.3
grid.240145.6,Related,grid.264756.4
grid.240145.6,Parent,grid.55460.32
grid.240160.1,Related,grid.429997.8
grid.240160.1,Related,grid.267189.3
grid.240160.1,Parent,grid.429380.4
grid.240160.1,Child,grid.477507.6
grid.240160.1,Child,grid.416311.0
grid.240206.2,Related,grid.38142.3c
grid.240223.5,Related,grid.40263.33
grid.240267.5,Related,grid.40263.33
grid.240283.f,Related,grid.251993.5
grid.240283.f,Related,grid.268433.8
grid.240283.f,Child,grid.417317.7
grid.240283.f,Child,grid.416147.1
grid.240324.3,Related,grid.137628.9
grid.240324.3,Related,grid.201076.2
grid.240324.3,Child,grid.414409.c
grid.240324.3,Child,grid.283061.e
grid.240324.3,Child,grid.489280.f
grid.240324.3,Child,grid.417218.9
grid.240341.0,Related,grid.266190.a
grid.240341.0,Related,grid.241116.1
grid.240344.5,Related,grid.261331.4
grid.240367.4,Related,grid.8273.e
grid.240367.4,Child,grid.439538.0
grid.240367.4,Child,grid.416391.8
grid.240367.4,Child,grid.417039.8
grid.240372.0,Related,grid.170205.1
grid.240372.0,Child,grid.410470.6
grid.240372.0,Child,grid.415570.2
grid.240372.0,Child,grid.416274.2
grid.240382.f,Parent,grid.416477.7
grid.240404.6,Related,grid.4563.4
grid.240404.6,Child,grid.454381.f
grid.240404.6,Child,grid.454380.e
grid.240404.6,Child,grid.412920.c
grid.240404.6,Child,grid.415598.4
grid.240416.5,Related,grid.279863.1
grid.240416.5,Related,grid.1003.2
grid.240416.5,Parent,grid.416735.2
grid.240473.6,Related,grid.29857.31
grid.240531.1,Parent,grid.415286.c
grid.240541.6,Related,grid.412113.4
grid.240588.3,Related,grid.40263.33
grid.240588.3,Related,grid.241223.4
grid.240588.3,Parent,grid.466933.d
grid.240588.3,Child,grid.414169.f
grid.240606.6,Related,grid.189504.1
grid.240614.5,Related,grid.465226.1
grid.240614.5,Related,grid.273335.3
grid.240634.7,Related,grid.1043.6
grid.240634.7,Related,grid.1014.4
grid.240684.c,Related,grid.262743.6
grid.240684.c,Child,grid.416272.4
grid.240723.0,Related,grid.267169.d
grid.240723.0,Parent,grid.490404.d
grid.240736.4,Related,grid.416970.d
grid.240741.4,Related,grid.34477.33
grid.240845.f,Related,grid.429997.8
grid.240866.e,Related,grid.254748.8
grid.240871.8,Related,grid.417320.3
grid.240871.8,Parent,grid.462729.c
grid.240873.a,Related,grid.59734.3c
grid.240952.8,Related,grid.168010.e
grid.241054.6,Related,grid.239305.e
grid.241054.6,Related,grid.413916.8
grid.241054.6,Related,grid.416947.9
grid.241054.6,Parent,grid.194632.b
grid.241103.5,Related,grid.5600.3
grid.241103.5,Parent,grid.273109.e
grid.241104.2,Related,grid.67105.35
grid.241104.2,Child,grid.490576.9
grid.241104.2,Child,grid.415629.d
grid.241104.2,Child,grid.443867.a
grid.241104.2,Child,grid.490083.6
grid.241104.2,Child,grid.411803.f
grid.241104.2,Child,grid.490227.a
grid.241104.2,Child,grid.488595.d
grid.241104.2,Child,grid.473817.e
grid.241104.2,Child,grid.488597.f
grid.241104.2,Child,grid.490578.7
grid.241114.3,Related,grid.17089.37
grid.241114.3,Parent,grid.413574.0
grid.241116.1,Related,grid.413957.d
grid.241116.1,Related,grid.239638.5
grid.241116.1,Related,grid.240341.0
grid.241116.1,Related,grid.416045.2
grid.241116.1,Related,grid.413085.b
grid.241116.1,Parent,grid.266185.e
grid.241128.c,Related,grid.411461.7
grid.241167.7,Related,grid.414599.4
grid.241167.7,Related,grid.412860.9
grid.241223.4,Related,grid.40263.33
grid.241223.4,Related,grid.240588.3
grid.243789.3,Related,grid.5386.8
grid.246210.3,Related,grid.421938.5
grid.246210.3,Child,grid.484304.f
grid.247980.0,Parent,grid.421474.0
grid.247980.0,Parent,grid.411027.1
grid.248193.5,Parent,grid.420992.4
grid.248465.9,Related,grid.455753.5
grid.248465.9,Related,grid.38142.3c
grid.248465.9,Parent,grid.455754.2
grid.248465.9,Parent,grid.1214.6
grid.248592.0,Parent,grid.421474.0
grid.248698.9,Parent,grid.431093.c
grid.248883.d,Child,grid.467683.8
grid.248883.d,Child,grid.459197.7
grid.248883.d,Child,grid.459184.5
grid.248883.d,Child,grid.467682.9
