grid_id,alias
grid.26999.3d,Tōkyō daigaku
grid.27255.37,"Shāndōng Dàxué,"
grid.27372.33,NUMECA International
grid.27446.33,Dōngběi Shīfàn Dàxué
grid.27476.30,Nagoya Daigaku
grid.27530.33,Aalborg Universitetshospital
grid.27530.33,Aalborg University Hospital
grid.27859.31,Rangahau Ahumāra Kai
grid.27860.3b,UC Davis
grid.27871.3b,Nánjīng nóngyè dàxué
grid.27873.39,Battelle Memorial Institute
grid.27883.36,Instituto Politécnico de Viana do Castelo
grid.28009.33,Özyeğin Üniversitesi
grid.28048.36,Uniwersytet Zielonogórski
grid.28056.39,Huádōng Lǐgōng Dàxué
grid.28171.3d,Lobachevsky University
grid.28171.3d,Lobachevsky State University of Nizhni Novgorod - National Research University
grid.28224.3e,"Universitatea de Stat de Medicină și Farmacie ""Nicolae Testemițanu"""
grid.28287.37,Telefonaktiebolaget L. M. Ericsson
grid.28312.3a,Jōhō Tsūshin Kenkyū Kikō
grid.28328.33,Nippon Electric Company
grid.28455.3e,Kadir Has Üniversitesi
grid.28577.3f,City University London
grid.28665.3f,Chinese Academy
grid.28665.3f,Central Research Academy
grid.28703.3e,Beijing Polytechnic University
grid.28703.3e,Běijīng Gōngyè Dàxué
grid.28894.3f,Institut für Mikrotechnik Mainz IMM
grid.28894.3f,Fraunhofer ICT-IMM
grid.29050.3e,Mid Sweden University College
grid.29328.32,Uniwersytet Marii Curie-Skłodowskiej
grid.29524.38,UKC Ljubljana
grid.29524.38,Univerzitetni klinični center Ljubljana
grid.29524.38,Ljubljana UMC
grid.29742.3a,Hogeschool IJselland
grid.29742.3a,Hogeschool Enschede
grid.29773.38,Groupe des Ecoles des Télécommunications
grid.29857.31,Penn State
grid.29906.34,Akdeniz Üniversitesi
grid.30055.33,Dàlián Lǐgōng Dàxué
grid.30805.3e,Tecnologías Avanzadas Inspiralia
grid.30977.3a,RATP Group
grid.31151.37,CHU de Dijon
grid.31432.37,Kōbe daigaku
grid.31501.36,Seoul Daehakgyo
grid.31564.35,Karadeniz Teknik Üniversitesi
grid.31730.36,FU Hagen
grid.32056.32,Savitribai Phule Pune University
grid.32140.34,Yeditepe Üniversitesi
grid.32190.39,IT-Universitetet i København
grid.32197.3e,Tokodai
grid.32197.3e,Tōkyō Kōgyō Daigaku
grid.32197.3e,Tokyo Tech
grid.32224.35,Mass General
grid.32495.39,Saint Petersburg State Technical University
grid.32995.34,Malmö University College
grid.33018.39,European University Viadrina Frankfurt (Oder)
grid.33018.39,University of Frankfurt (Oder)
grid.33199.31,Huázhōng Kējì Dàxué
grid.33236.37,Bergamo University
grid.33440.30,Mbarara University
grid.33565.36,IST Austria
grid.33647.35,Rensselaer Institute
grid.33647.35,Rensselaer School
grid.33695.3a,Institiúid Teicneolaíochta Bhaile Atha Cliath
grid.33763.32,Peiyang University
grid.33764.35,Hāěrbīn Gōngchéng Dàxué
grid.33997.37,Pacific Community
grid.34197.38,Politechnika Częstochowska
grid.34418.3a,Húběi Dàxué
grid.34421.30,Iowa State
grid.34474.30,Research ANd Development
grid.34517.34,Adnan Menderes Üniversitesi
grid.34538.39,Uludağ Üniversitesi
grid.34555.32,Taras Shevchenko University
grid.35043.31,Moscow Institute of Steel and Alloys State Technological University
grid.35135.31,St Petersburg Academic University — Nanotechnology Research and Education Centre of the Russian Academy of Sciences
grid.35403.31,University of Illinois
grid.35434.35,LM Glasfiber
grid.35915.3b,"Saint Petersburg State University of Information Technologies, Mechanics and Optics"
grid.36076.34,Bolton Institute
grid.36076.34,Bolton Institute of Higher Education
grid.36083.3e,Universitat Oberta de Catalunya
grid.36193.3e,Organisation for European Economic Co-operation 
grid.36425.36,SUNY Stony Brook
grid.36567.31,K-State
grid.37179.3b,Katolicki Uniwersytet Lubelski Jana Pawła II
grid.37485.3d,Centre d’étude sur l’Evaluation de la Protection dans le domaine Nucléaire
grid.37600.32,Bakı Dövlət Universiteti
grid.37640.36,SLaM
grid.37678.3d,Svensk Kärnbränslehantering Aktiebolag
grid.38575.3c,Yıldız Teknik Üniversitesi
grid.38603.3e,Sveučilište u Splitu
grid.38926.36,Universitatea de Stat din Moldova
grid.39158.36,Hokkaidō daigaku
grid.39381.30,Western University
grid.39436.3b,Shànghǎi Dàxué
grid.39479.30,Mass. Eye and Ear
grid.39591.37,Research In Motion Limited
grid.39679.32,New Mexico School of Mines
grid.39679.32,New Mexico Tech
grid.40368.39,Quadram Institute Bioscience
grid.40368.39,Institute of Food Research
grid.41056.36,Politechnika Lubelska
grid.41156.37,Nanking University
grid.41206.31,Anadolu Üniversitesi
grid.41315.32,Kunstschule
grid.41315.32,Staatliches Bauhaus
grid.41315.32,Hochschule für Architektur und Bauwesen
grid.41405.34,V.I. Lenin Georgian Polytechnical Institute
grid.41719.3a,Private Universität für Medizinische Informatik und Technik Tirol
grid.41891.35,Agricultural College of the State of Montana
grid.42283.3f,HS Kaiserslautern
grid.42327.30,SickKids
grid.42327.30,Sick Kids Hospital
grid.42399.35,CHU de Bordeaux
grid.42505.36,Keck School of Medicine of USC
grid.42629.3b,University of Northumbria at Newcastle
grid.42687.3f,Ulsan Gwahak Gisul Daehakgyo
grid.42752.36,CSU System
grid.43169.39,Xian Jiaotong University
grid.43169.39,Xi'an Jiao Tong University
grid.43308.3c,Zhōngguó shuǐchǎn Kēxuéyánjiūyuàn
grid.44871.3e,Mumbai University
grid.45099.31, FEV Engine Technology
grid.45099.31,Forschungsgesellschaft for Energietechnik and Verbrennungsmotoren
grid.45202.31,Vidyalankara University
grid.45349.3f,Instituto Superior de Ciências do Trabalho e da Empresa
grid.45419.3d,OCAD University
grid.45907.3f,Taiwan Tech
grid.45978.37,Süleyman Demirel Üniversitesi
grid.46072.37,Tehran University
grid.46078.3d,UWaterloo
grid.46699.34,King's
grid.47100.32,Yale College
grid.47100.32,Collegiate School
grid.47170.35,"University of Wales Institute, Cardiff"
grid.47170.35,Prifysgol Fetropolitan Caerdydd
grid.47187.3d,Ministry of Public Security of the Central People's Government
grid.47244.31,Regional Technical College
grid.47716.33,Nagoya University Corporation Nagoya Institute of Technology
grid.47716.33,Nagoya College of Technology
grid.47716.33,Nagoya Higher Technical School
grid.47716.33,Nitech
grid.47716.33,Nagoya Kōgyō Daigaku
grid.47840.3f,UC Berkeley
grid.47894.36,Colorado State College of Agriculture and Mechanic Arts
grid.47894.36,Colorado Agricultural College
grid.48166.3d,Běijīng Huàgōng Dàxué
grid.48324.39,Uniwersytet Medyczny w Białymstoku
grid.48430.3b,"Ogarev Mordovia State University,"
grid.48507.3e,YerPhI
grid.48507.3e,Yerevan Physics Institute
grid.48959.39,Unîmes
grid.49096.32,Universität der Bundeswehr Hamburg
grid.49481.30,Te Whare Wānanga o Waikato
grid.49697.35,Universiteit van Pretoria
grid.49746.38,Sakarya Üniversitesi
grid.50125.33,Eurofins Scientific
grid.50545.31,CHU Saint-Pierre
grid.50545.31,Saint-Pierre University Hospital
grid.51462.34,New York Cancer Hospital
grid.52522.32,St. Olavs Hospital Universitetssykehuset i Trondheim
grid.52593.38,Geologiska Forskningscentralen
grid.52593.38,Geologian Tutkimuskeskus
grid.53142.31,Consortium Universities-Companies – RadioCommunication Laboratories
grid.53964.3d,Seattle Biomedical Research Institute
grid.53964.3d,Seattle BioMed
grid.54432.34,Nihon Gakujutsu Shinkō Kai
grid.55047.33,Narodowe Centrum Badań i Rozwoju
grid.55325.34,Oslo universitetssykehus HF
grid.55380.3b,Eurasian National University
grid.55602.34,The Governors of Dalhousie College and University 
grid.55602.34,Dalhousie College
grid.55614.33,Department of Agriculture and Agri-Food
grid.55940.3d,Institiúid Ard-Léinn Bhaile Átha Cliath
grid.56046.31,Indochina Medical College
grid.57686.3a,Derby College
grid.57686.3a,Derby College of Art and Technology
grid.57926.3f,Regina Campus of the University of Saskatchewan
grid.57926.3f,Regina College
grid.58140.38,École des Mines de Paris
grid.58192.37,Işık Üniversitesi
grid.58640.3f,Bibra Toxicology Advice & Consulting
grid.59025.3b,Universiti Teknologi Nanyang
grid.59062.38,University of Vermont and State Agricultural College
grid.59547.3a,Gondar College of Medical Sciences
grid.59734.3c,Mount Sinai School of Medicine
grid.59784.37,Guójiā Wèishēng Yánjiùyuàn
grid.59877.34,English Heritage Trust
grid.61221.36,Kwangju Institute of Science and Technology
grid.61569.3d,Bauman MSTU
grid.61569.3d,Bauman School
grid.62167.34,Independent Administrative Institution on Aerospace Research and Development
grid.62167.34,Dokuritsu-gyōsei-hōjin Uchū Kōkū Kenkyū Kaihatsu Kikō
grid.62560.37,The Brigham
grid.62562.35,Research Triangle Institute
grid.62813.3e,Illinois Tech
grid.63054.34,UConn
grid.63368.38,Methodist Hospital
grid.63622.33,Institute for Animal Health
grid.63833.3d,Atomic Weapons Research Establishment
grid.64337.35,Louisiana State University and Agricultural and Mechanical College
grid.64924.3d,Jílín Dàxué
grid.64938.30,Nanjing Aeronautical Institute
grid.64938.30,Nanjing College of Aviation Industry
grid.64939.31,Beijing University of Aeronautics and Astronautics
grid.65519.3e,Oklahoma State
grid.65862.3f,İstanbul Şehir Üniversitesi
grid.67033.31,Tufts-New England Medical Center
grid.67105.35,Case Western Reserve
grid.67105.35,Case
grid.67293.39,Húnán Dàxué
grid.67617.31,Institutszentrum Schloss Birlinghoven
grid.68287.33,Nortel
grid.69292.36,Högskolan i Gävle
grid.69474.38,Wojskowa Akademia Techniczna
grid.69566.3a,Tōhoku daigaku
grid.69775.3a,Beijing Steel and Iron Institute
grid.71433.32,Flygtekniska försöksanstalten
grid.72849.30,Svenska Institutet
grid.73113.37,People's Medical College of the East China Military Commanding Region
grid.73638.39,Högskolan i Halmstad
grid.73638.39,Halmstad University College
grid.75060.34,Consorzio Cesit
grid.76148.3c,Inmos International plc
grid.77048.3c,French Institute for Demographic Studies
grid.77054.31,Ivan Franko National University of Lviv
grid.77184.3d,Äl Farabï atındağı Qazaq Ulttıq Unïversïteti
grid.77268.3c,Kazan State University
grid.77321.30,Moscow University for Women
grid.77354.32,Universitatea Tehnică a Moldovei
grid.77443.33,Samarkand University
grid.77443.33,Alisher Navoiy nomidagi Samarqand Davlat Universiteti 
grid.77512.36,Uzhhorod State University
grid.77512.36,"Державний вищий навчальний заклад ""Ужгородський національний університет"""
grid.77512.36,"State Higher Education Establishment ""Uzhhorod National University"""
grid.77602.34,Leading National Research Tomsk State University
grid.77611.36,Permskiy Gosudarstvennyy Universitet
grid.77612.35,Minin University
grid.77642.30,RUDN University
grid.77667.37,Novosibirsk Electrotechnical Institute
grid.77852.3f,National Research University
grid.78028.35,Russian State Medical University
grid.78041.3a,Hrodna State University
grid.78074.3c,Minsk Radio Engineering Institute
grid.78781.31,Tula State Technical University
grid.78837.33,Saratov State Technical University
grid.79703.3a,Huánán Lǐgōng Dàxué
grid.79757.3b,Uniwersytet Szczeciński
grid.81292.30,Pulp and Paper Research & Technical Centre
grid.81532.3d,Hannah Research Institute
grid.82418.37,MET Norway
grid.82418.37,Meteorologisk institutt
grid.82937.37,Eesti Biokeskus
grid.83440.3b,"University College, London"
grid.83440.3b,London University
grid.84393.35,Hospital Universitari i Politècnic La Fe
grid.88379.3d,Birkbeck College
grid.89336.37,UT Austin
grid.89485.38,France Télécom 
grid.89957.3a,Nanjing Medical College
grid.89957.3a,National Jiangsu Medical College
grid.94225.38,National Bureau of Standards
grid.95004.38,Maynooth University
grid.95004.38,Ollscoil na hÉireann Má Nuad
grid.97676.39,Fisheries Secretariat
grid.98622.37,Çukurova Üniversitesi
grid.98913.3a,Stanford Research Institute
grid.99024.36,Consorzio QuInn
grid.99308.3b,Telefónica I+D
grid.99921.3a,P.G. Demidov Yaroslavl State University
grid.100995.4,University Hospitals of North Midlands
grid.104514.5,Highways England
grid.104846.f,Queen Margaret College
grid.104846.f,Queen Margaret University College
grid.107891.6,Uniwersytet Opolski
grid.107950.a,Pomorski Uniwersytet Medyczny
grid.107984.3,Aleksandrovska University Hospital
grid.107996.0,Universitatea de Științe Agricole și Medicină Veterinară „Ion Ionescu de la Brad
grid.108124.e,Universitas Palangka Raya
grid.116345.4,Amman Private University
grid.121334.6,Montpellier 2 University
grid.121334.6,Montpellier 1 University
grid.129553.9,Szent István Egyetem
grid.133342.4,UC Santa Barbara
grid.134936.a,University of Missouri–Columbia
grid.136304.3,Chiba Daigaku
grid.136593.b,Ōsaka daigaku
grid.136594.c,Tōkyō Nōkō Daigaku
grid.139510.f,CHU de Reims
grid.139596.1,Saint Dunstan's University
grid.139596.1,Prince of Wales College
grid.140139.e,Kokuritsu-Kankyō kenkyūsho
grid.141980.5,Pouliadis kai Synergates AEBE
grid.143640.4,Victoria College
grid.143643.7,Science University of Tokyo
grid.143643.7,Tōkyō Rika Daigaku
grid.144022.1,Xīběi Nónglín Kējì Dàxué
grid.144022.1,Northwest A&F University
grid.145490.d,United Research Services
grid.151569.f,Airbus SAS
grid.152326.1,Vandy
grid.155203.0,Cal Poly
grid.155203.0,Cal Poly Pomona
grid.162107.3,Zhōngguó Dìzhì Dàxué
grid.162346.4,University of Hawaii
grid.163004.0,Kaposvári Egyetem
grid.163032.5,Shānxī Dàxué
grid.163555.1,Xīnjiāpō Zhōngyāng Yīyuàn
grid.163555.1,Hospital Besar Singapura
grid.163577.1,Fukui Daigaku
grid.164274.2,Eskişehir Osmangazi Üniversitesi
grid.166341.7,Drexel Institute of Technology
grid.166341.7,Drexel Institute
grid.168010.e,Leland Stanford Junior University
grid.168092.4,Galvin Manufacturing Corporation
grid.168645.8,UMass Medical School
grid.170205.1,UChicago
grid.171855.f,Vladimir State University Named After Alexander and Nikolay Stoletov
grid.173360.0,Pre-school Development Foundation
grid.174567.6,Nagasaki daigaku
grid.174568.9,Nara Joshi Kōtō Shihan Gakkō
grid.174568.9,Nara Joshi Daigaku
grid.177174.3,Kyūshū Daigaku
grid.177284.f,Keemilise ja Bioloogilise Füüsika Instituut
grid.181531.f,Northern Jiaotong University
grid.181790.6,Montanuniversitaet Leoben
grid.182618.4,Tashkent Institute of Agriculture
grid.182651.9,Penza State Technical University
grid.182651.9,Penza Industrial Institute
grid.182798.d,Rostov State University
grid.183446.c,Moscow Mechanical Institute of Munitions
grid.183446.c,National Research Nuclear University
grid.183446.c,Moscow Engineering and Physics Institute
grid.184769.5,Berkeley Lab
grid.186587.5,San Jose State
grid.186775.a,Ānhuī Yīkē Dàxué
grid.189504.1,Boston U
grid.189509.c,Duke University Medical Center
grid.190697.0,Shaw's Garden
grid.190737.b,Chóngqìng Dàxué
grid.192267.9,Alemaya University
grid.194645.b,Hong Kong University
grid.198530.6,China CDC
grid.201076.2,NYU School of Medicine
grid.203448.9,RMRI Patna
grid.203458.8,Chongqing University of Medical Sciences
grid.203507.3,Níngbō Dàxué
grid.205975.c,UC Santa Cruz
grid.208078.5,UConn Health Center
grid.208276.9,Corporacion Red Universitaria Nacional
grid.208387.6,Vetenskapsrådet
grid.208504.b,Sangyō Gijutsu Sōgō Kenkyū-sho
grid.208516.8,Microelectronics Center of North Carolina
grid.213876.9,Franklin College
grid.213902.b,Cal State Long Beach
grid.213917.f,Georgia Tech
grid.214458.e,UMich
grid.215654.1,Arizona State College 
grid.215654.1,Arizona State Teachers College
grid.215654.1,Tempe State Teachers College
grid.215654.1,Tempe Normal School 
grid.215654.1,Normal School of Arizona 
grid.215654.1,Arizona Normal School 
grid.215654.1,Arizona Territorial Normal School
grid.215654.1,Territorial Normal School 
grid.216938.7,Nánkāi Dàxué
grid.217200.6,Scripps
grid.217200.6,Scripps Oceanography
grid.221309.b,Hong Kong Baptist College
grid.222754.4,Bosung Professional College
grid.222754.4,Bosung College
grid.223827.e,University of Deseret
grid.225262.3,UMass Lowell
grid.227688.1,Kungliga Vattenfallstyrelsen
grid.232474.4,TRI University Meson Facility
grid.233520.5,First Military Medical College of PLA
grid.233520.5,People's Medical College of Northwestern Military Region
grid.237586.d,Kishō-chō
grid.238398.b,United States Weather Bureau
grid.238434.a,State of New Jersey Department of Health
grid.238434.a,Department of Health
grid.238728.4,Pennsylvania Department of Public Welfare
grid.239102.b,University NAVSTAR Consortium
grid.239119.1,United States Department of Commerce and Labor
grid.239276.b,The Jewish Hospital
grid.239276.b,Einstein Medical Center
grid.239546.f,Childrens Hospital Society of Los Angeles
grid.239553.b,Children’s Hospital of Pittsburgh of UPMC
grid.239560.b,DC Children’s Hospital
grid.239573.9,Cincinnati Children's
grid.239638.5,Denver General
grid.239638.5,Denver Health
grid.239638.5,Denver General Hospital
grid.239835.6,HackensackUMC
grid.240094.b,Good Sam
grid.240094.b,Good Samaritan Hospital
grid.240206.2,Charlestown Asylum
grid.240206.2,Somerville Asylum 
grid.240324.3,NYU Langone Medical Center
grid.240324.3,NYU Medical Center
grid.240341.0,National Jewish Medical and Research Center
grid.240416.5,Ochsner Foundation Hospital
grid.240416.5,Ochsner Hospital
grid.240541.6,Pusat Perubatan UKM 
grid.240541.6,Hospital Universiti Kebangsaan Malaysia
grid.240541.6,Pusat Perubatan Universiti Kebangsaan Malaysia
grid.240541.6,UKM Medical Centre
grid.240741.4,Children's Hospital and Regional Medical Center
grid.240845.f,St. Elizabeth's Hospital
grid.240873.a,Mount Sinai Roosevelt
grid.240952.8,Stanford University Medical Center
grid.241103.5,Ysbyty Athrofaol Cymru
grid.242769.c,Wonderland of Science
grid.245849.6,"Fenway Community Health Center, Inc"
grid.246886.6,Optical Society of America
grid.246916.e,Point Reyes Bird Observatory
grid.248902.5,Centenary
grid.248902.5,Centenary Institute
grid.249079.1,Ninth Institute of Ministry of Nuclear Industry
grid.249079.1,Ninth Institute of Second Ministry of Mechanical Industry
