Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
NE31 2WT,No,54.981184,-1.486939,432934,565296,NZ329652,4/1/2012 12:00:00 AM,2/1/2015 12:00:00 AM,18,,,"Heworth",5.5,"Tyneside","Jarrow"
NE31 2WU,No,54.981184,-1.486939,432934,565296,NZ329652,5/1/2005 12:00:00 AM,4/1/2006 12:00:00 AM,18,,,"Heworth",5.5,"Tyneside","Jarrow"
NE31 2WW,No,54.981184,-1.486939,432934,565296,NZ329652,9/1/2004 12:00:00 AM,6/1/2008 12:00:00 AM,18,,,"Heworth",5.5,"Tyneside","Jarrow"
NE31 2WX,No,54.981184,-1.486939,432934,565296,NZ329652,1/1/2004 12:00:00 AM,4/1/2006 12:00:00 AM,18,,,"Heworth",5.5,"Tyneside","Jarrow"
NE31 2WY,No,54.97537,-1.504292,431828,564641,NZ318646,10/1/2002 12:00:00 AM,10/1/2003 12:00:00 AM,31,,,"Heworth",4.2,"Tyneside","Hebburn"
NE31 2WZ,No,54.981184,-1.486939,432934,565296,NZ329652,8/1/2002 12:00:00 AM,4/1/2006 12:00:00 AM,18,,,"Heworth",5.5,"Tyneside","Jarrow"
NE31 2XA,Yes,54.976102,-1.503002,431910,564723,NZ319647,1/1/1980 12:00:00 AM,,27,11,8,"Heworth",4.3,"Tyneside","Hebburn"
NE31 2XB,Yes,54.976627,-1.501745,431990,564782,NZ319647,1/1/1980 12:00:00 AM,,26,55,33,"Heworth",4.4,"Tyneside","Hebburn"
NE31 2XD,Yes,54.976158,-1.501423,432011,564730,NZ320647,1/1/1980 12:00:00 AM,,26,75,34,"Heworth",4.4,"Tyneside","Hebburn"
NE31 2XE,Yes,54.975553,-1.500712,432057,564663,NZ320646,1/1/1980 12:00:00 AM,,26,55,27,"Heworth",4.4,"Tyneside","Hebburn"
NE31 2XF,Yes,54.97505,-1.500765,432054,564607,NZ320646,1/1/1980 12:00:00 AM,,27,34,21,"Heworth",4.4,"Tyneside","Hebburn"
NE31 2XG,Yes,54.97543,-1.499229,432152,564650,NZ321646,1/1/1980 12:00:00 AM,,25,40,18,"Heworth",4.5,"Tyneside","Hebburn"
NE31 2XH,Yes,54.975713,-1.500304,432083,564681,NZ320646,1/1/1980 12:00:00 AM,,25,67,34,"Heworth",4.4,"Tyneside","Hebburn"
NE31 2XJ,Yes,54.976485,-1.500107,432095,564767,NZ320647,1/1/1980 12:00:00 AM,,24,40,21,"Heworth",4.5,"Tyneside","Hebburn"
NE31 2XL,Yes,54.97638,-1.500702,432057,564755,NZ320647,1/1/1980 12:00:00 AM,,25,,,"Heworth",4.5,"Tyneside","Hebburn"
NE31 2XP,Yes,54.976395,-1.502139,431965,564756,NZ319647,1/1/1980 12:00:00 AM,,26,63,28,"Heworth",4.4,"Tyneside","Hebburn"
NE31 2XQ,Yes,54.972695,-1.498683,432189,564346,NZ321643,6/1/1997 12:00:00 AM,,28,,,"Heworth",4.3,"Tyneside","Hebburn"
NE31 2XR,Yes,54.97537,-1.50198,431976,564642,NZ319646,1/1/1980 12:00:00 AM,,27,75,27,"Heworth",4.3,"Tyneside","Hebburn"
NE31 2XS,Yes,54.974741,-1.501956,431978,564572,NZ319645,1/1/1980 12:00:00 AM,,29,9,4,"Heworth",4.3,"Tyneside","Hebburn"
